glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
4.97,19.23,1.85,1.69,0.33927523474178395
2.5,24.79,1.66,3.5,0.186435909155144
9.26,3.76,7.77,5.69,0.3244723240447897
8.86,5.44,5.11,4.59,0.3727638185945514
9.86,4.59,6.15,2.1,0.37262536820880093
1.84,10.59,6.37,2.84,0.12593717654757497
5.42,24.88,3.25,3.73,0.45409696857044984
3.72,9.88,5.6,5.63,0.29826689973277193
5.47,19.23,0.8,1.35,0.1467136150234744
5.07,0.6,2.1,3.15,0.08309792152742923
9.26,16.17,3.38,5.59,0.6198650234741787
7.87,5.08,1.13,4.09,0.20723298122065734
5.64,19.76,5.94,3.79,0.4742632127729734
9.87,13.39,0.99,4.99,0.18155809859154967
2.59,19.45,7.66,4.21,0.19468573632890332
6.0,11.56,2.98,2.18,0.45522878000829453
6.4,18.81,5.46,1.27,0.34523065213256005
4.99,19.81,3.86,3.27,0.41468112762915504
7.73,16.57,3.33,5.38,0.6106954225352115
1.71,24.89,1.04,0.19,0.051648680240303016
8.91,6.2,5.86,4.88,0.40014201033447405
8.6,24.79,2.42,4.29,0.44380868544600927
1.24,10.23,6.8,2.27,0.07069198477174576
5.95,12.64,5.2,5.84,0.4777249579535723
0.65,14.39,6.92,2.94,0.01585391243754049
0.88,14.06,2.72,1.01,0.03723146605934946
8.51,13.09,7.47,4.86,0.6055858877037731
6.96,0.23,3.48,1.27,0.12734666481327755
9.12,4.45,2.36,3.15,0.3450460513673087
2.71,5.33,4.83,0.62,0.16117159686645083
0.68,9.37,5.79,3.37,0.01864228899690681
4.29,14.19,2.99,5.62,0.35051580516658143
0.64,16.87,7.14,4.84,0.014924453584418252
1.92,7.47,5.76,0.6,0.13327035625758313
8.14,18.0,5.86,0.69,0.18756625982005115
7.21,17.03,6.66,0.35,0.09514230570581926
9.18,9.85,6.78,0.1,0.027183515915947115
1.06,15.2,3.67,5.64,0.05396172541554777
1.31,5.38,0.33,2.66,0.060519366197183094
2.85,21.76,4.88,3.72,0.2185185703864306
5.37,2.39,3.62,6.0,0.15667045651522615
8.37,22.35,6.6,0.71,0.19300296300324346
4.78,16.96,7.01,4.52,0.3954315308903814
9.39,1.44,0.2,4.0,0.03667840375586928
2.96,6.41,2.71,1.69,0.1974409449823065
5.16,11.06,4.15,4.07,0.4051862617218607
3.93,6.36,1.41,2.16,0.24082643101962783
7.44,18.94,5.37,1.48,0.4023160355560357
5.92,14.31,3.93,3.34,0.4999293417580028
4.97,14.18,5.75,0.75,0.20387636936962059
7.52,3.48,0.63,5.86,0.1155369718309852
9.57,1.6,3.6,1.2,0.25616090371550965
4.9,20.77,7.61,3.84,0.406431300455394
3.6,15.12,2.56,5.47,0.2872671301677595
8.72,14.0,2.67,1.83,0.48965669014084534
4.76,20.49,1.08,5.16,0.19806338028169024
8.99,23.67,3.24,1.38,0.3751325196400899
3.8,8.39,1.49,3.68,0.2732541079812207
4.82,21.66,0.35,3.9,0.06418720657276997
7.65,19.01,7.1,4.4,0.6585093529869341
9.29,8.38,4.08,0.18,0.04893032864871198
7.39,3.89,7.31,5.37,0.27219345838541387
6.57,16.84,0.14,5.91,0.025674882629107717
8.79,22.39,5.31,2.13,0.5790088890097059
8.95,7.36,4.55,0.69,0.18756625982004774
9.23,3.61,1.88,3.39,0.31815898645456575
7.66,15.52,1.93,0.11,0.029901867507546902
7.6,24.63,6.5,2.82,0.653926115668179
9.05,10.31,4.25,2.92,0.538252747523553
4.53,19.4,4.26,1.97,0.372515344296607
2.66,1.04,4.71,1.46,0.02553025113238551
1.57,16.38,5.48,4.54,0.10118769502629658
5.09,22.36,7.5,4.86,0.4238476022666656
6.39,7.66,7.87,1.72,0.36569556764731626
2.11,11.11,0.55,5.87,0.10086561032863858
5.93,13.97,5.28,3.03,0.5008459892217537
7.6,5.75,1.85,1.05,0.2854269171174517
3.78,21.19,6.64,2.36,0.303766784515278
5.93,18.05,2.01,1.09,0.2963003234838413
9.72,15.48,7.85,2.09,0.5681354826433128
7.06,5.64,2.16,3.12,0.32182509818725596
3.26,4.27,2.18,0.31,0.08426889933944094
7.07,12.35,0.84,1.11,0.15404929577464782
1.12,15.35,0.84,4.55,0.05953847853428049
0.82,20.55,3.99,5.1,0.03165471294061658
6.05,17.08,7.95,1.47,0.39959768396444384
6.28,11.56,0.41,0.19,0.05164868024030214
1.28,16.26,4.58,3.37,0.07440982018423463
6.29,19.52,6.29,3.16,0.5338452979167926
8.59,9.85,7.12,1.52,0.4131894419224185
2.87,1.42,6.39,2.56,0.045605557066203166
2.37,5.87,7.22,5.02,0.1579578571599826
5.58,15.44,3.85,2.41,0.46876332799046777
9.16,3.23,3.41,2.13,0.3023479524018649
5.03,11.5,4.2,0.93,0.25280669801832273
5.18,6.14,1.56,0.48,0.13048087639655234
7.65,10.74,5.05,4.39,0.5067310028003985
6.83,11.82,3.16,2.32,0.49930292455414466
6.44,12.42,6.81,5.26,0.49517097350297107
1.79,3.49,5.08,1.88,0.07669615315357158
7.2,19.09,1.69,1.48,0.30993251173708936
5.26,4.39,2.51,2.0,0.22271033385156447
1.68,5.21,6.33,1.09,0.11112907858001678
1.27,14.3,7.26,4.73,0.07348036133111255
6.26,7.94,4.38,0.64,0.17397450186207064
6.82,18.15,7.72,1.64,0.44580966102156205
2.02,6.62,4.15,2.05,0.14243683089509354
8.62,11.9,6.42,3.53,0.5759488546151598
7.75,8.38,6.67,1.72,0.43328858725985336
5.51,5.43,3.86,1.98,0.2646310046689554
2.74,24.18,1.36,4.75,0.20843544828516888
9.84,0.6,5.62,1.59,0.22838775633396813
0.5,10.13,7.49,0.17,0.0019120296407084372
5.92,12.58,7.0,0.6,0.16310109549569166
6.85,17.03,5.39,5.66,0.58517755588685
8.25,1.15,3.82,2.45,0.19975621656077105
3.17,11.34,3.14,2.65,0.2478512892264652
9.79,2.31,7.39,2.93,0.2884198435953685
6.28,20.77,2.95,2.64,0.5329286504530353
4.15,9.43,7.41,4.99,0.3213994765175099
1.18,2.79,3.48,0.68,0.03262200860772129
6.23,3.68,4.23,0.14,0.03805692228232656
3.23,16.96,3.92,5.87,0.25335117400896867
8.75,9.04,0.46,5.09,0.08436032863849785
9.12,20.53,1.11,5.99,0.20356514084507005
2.66,18.13,7.27,1.49,0.20110226857516028
9.09,7.81,7.81,1.76,0.45831100317410994
9.54,1.43,5.7,3.24,0.24912762411938638
4.83,5.67,5.67,1.23,0.2503324812893804
5.57,6.41,7.65,0.27,0.07339549297305538
2.08,6.13,3.37,1.47,0.1479367156776
4.96,21.82,5.73,3.52,0.4119311852379019
0.98,17.38,1.41,4.74,0.04652605459057073
2.58,10.48,2.87,5.17,0.1937690888651525
1.35,14.18,1.22,4.26,0.08091603215608963
9.06,10.92,3.96,5.57,0.5584006668311358
5.26,12.24,4.67,4.17,0.4368645531141901
1.16,20.55,3.54,0.53,0.06325631394676912
7.88,9.49,0.89,3.84,0.16321889671361486
8.81,22.21,7.67,5.22,0.7648404587820556
6.06,15.2,2.98,5.44,0.5127624062505169
5.08,11.67,7.98,3.01,0.415516139349794
1.87,12.88,6.53,4.68,0.12868711893882806
7.91,17.73,2.11,5.19,0.38695715962441374
8.95,4.93,1.13,5.86,0.20723298122065734
8.7,22.34,7.1,3.3,0.7547573366807933
6.5,13.68,0.5,4.5,0.09169600938967158
5.1,16.23,4.07,3.0,0.4247642497304166
1.8,7.04,1.35,1.25,0.12227058669257056
9.73,3.91,2.23,3.58,0.34418765897565523
6.14,3.93,6.37,4.73,0.23555948631584073
2.45,7.29,7.51,4.97,0.18185267183638867
7.01,2.15,3.4,3.4,0.19798405162316485
1.96,11.26,4.85,2.03,0.13693694611258644
7.83,21.03,2.66,5.05,0.48782276995305235
1.13,20.96,1.31,0.59,0.06046793738740277
6.45,11.85,7.27,2.24,0.48254556751327465
2.94,12.57,3.7,2.13,0.2267683975601905
6.97,19.01,6.84,5.84,0.596177325451863
2.74,17.93,3.21,4.09,0.20843544828516916
4.81,24.84,5.86,5.72,0.39818147328163617
8.37,22.58,6.53,2.81,0.7245079703770096
2.59,9.32,0.26,3.19,0.047681924882628936
5.1,13.18,7.79,5.48,0.42476424973041677
1.7,9.29,3.45,2.23,0.11310411205506
8.01,13.15,4.62,5.13,0.5840079211032007
8.08,3.39,5.74,2.67,0.27521167679477365
3.02,1.35,3.95,2.2,0.04765462277530999
2.59,17.4,6.18,1.54,0.19468573632890332
0.59,21.23,0.18,5.63,0.010277159318807667
6.31,8.11,2.05,0.15,0.04077527387392384
2.43,3.53,4.94,1.08,0.10279771732739998
5.33,14.79,2.45,0.31,0.08426889933944173
7.98,10.85,3.68,3.13,0.5210295261799737
7.16,6.91,1.06,3.38,0.19439553990610348
3.34,11.12,5.21,3.02,0.2634342961102321
6.24,13.65,5.94,4.27,0.5142238589056043
5.39,17.0,7.0,2.65,0.4513470261791973
4.19,19.13,4.7,0.52,0.14135428276293155
8.93,0.87,6.01,4.58,0.2103892061864067
9.54,1.45,4.82,2.62,0.24984756612528852
3.37,2.35,4.54,2.93,0.09431240277321666
1.14,15.35,5.93,4.63,0.06139739624052489
9.06,10.3,7.63,5.21,0.538252747523553
3.04,4.07,3.54,2.47,0.1401688579785626
5.8,14.63,6.02,3.11,0.4889295721929901
1.14,21.47,2.55,5.83,0.06139739624052488
1.27,23.96,0.82,1.46,0.07348036133111263
0.56,17.66,6.82,2.66,0.007488782759441259
9.29,14.8,5.08,5.09,0.6806496651334237
3.04,8.92,7.26,5.42,0.2359348721977009
9.77,22.56,1.11,4.96,0.20356514084506944
4.16,24.77,3.83,3.37,0.33859938813781804
5.34,8.11,0.69,5.38,0.12654049295774633
8.05,3.57,6.24,3.79,0.2807773823019427
4.15,6.43,6.89,4.23,0.25253362566461945
5.52,15.28,0.82,2.9,0.15038145539906123
2.02,5.29,5.32,5.48,0.12857509412941565
4.1,5.27,5.23,5.24,0.21361127351910786
7.51,21.73,4.34,4.54,0.6456762884944189
1.49,8.77,3.18,3.12,0.09385451531628808
9.3,21.87,1.16,1.12,0.2127347417840377
3.64,7.34,4.96,5.43,0.2500085444666803
9.63,16.37,6.72,3.2,0.7322990532730919
2.16,13.16,4.49,4.48,0.15526989538760835
2.28,9.27,2.98,5.76,0.16626966495262085
4.5,18.9,6.03,1.67,0.3697654019053539
5.76,22.37,3.85,5.68,0.4852629823379862
2.22,1.95,7.14,5.1,0.04462872448776504
9.93,17.02,7.5,4.98,0.7609931577951302
8.46,14.27,3.12,5.61,0.5721830985915519
4.38,13.52,3.62,3.43,0.3587656323403416
4.76,1.29,7.07,2.72,0.09849360442288056
5.93,3.57,0.13,1.55,0.023840962441314274
7.08,2.57,7.28,1.37,0.21523496968767278
2.13,4.62,0.21,4.65,0.03851232394366198
8.76,15.39,1.59,1.78,0.291593309859155
4.81,23.86,2.05,4.42,0.37595363849765273
4.45,7.52,3.7,0.52,0.14135428276293271
8.01,6.16,5.83,0.5,0.13591757957974257
9.56,4.91,7.07,4.88,0.3750067148437087
9.68,12.0,5.85,2.29,0.6136449617067673
1.93,11.13,1.41,5.89,0.13418700372133424
1.05,14.77,5.05,3.27,0.05303226656242577
6.66,2.99,4.48,1.79,0.2175609361682799
9.41,19.08,7.78,0.32,0.08698725093103622
2.92,4.97,0.19,1.53,0.034844483568075096
6.82,5.85,4.12,5.34,0.3208501988659213
6.97,9.93,3.04,2.79,0.45831100317410955
1.85,15.89,2.98,5.13,0.12685382401132578
7.59,15.3,2.98,1.34,0.3642591132737106
7.78,12.21,1.88,1.25,0.3397939489493542
1.74,19.45,1.91,3.21,0.11677070191006432
4.57,14.53,7.03,5.22,0.3761819341516111
4.57,0.48,3.47,3.68,0.06354872705946239
5.62,16.32,1.32,3.91,0.242077464788732
1.91,18.79,2.78,4.29,0.13235370879383196
0.57,10.26,5.67,1.44,0.00841824161256336
7.97,15.81,4.74,2.19,0.5953189985592733
4.88,14.97,3.83,4.22,0.4045980055278931
4.39,5.14,1.79,0.13,0.0353385706907383
3.08,18.75,6.37,1.29,0.23960146205270474
9.59,12.61,7.34,4.27,0.6305432166099008
7.25,2.22,1.84,0.15,0.040775273873922255
7.19,8.68,6.31,2.1,0.4248394598082862
8.21,3.35,1.47,2.11,0.2695862676056341
4.14,8.78,6.13,0.67,0.18212955663685576
3.58,20.95,0.63,5.66,0.11553697183098623
9.86,2.31,2.4,2.3,0.29055197953592543
7.79,14.94,5.19,4.57,0.6149975539870018
1.27,20.85,5.67,3.51,0.07348036133111271
8.91,17.54,1.69,2.64,0.30993251173708924
4.99,1.47,7.64,0.86,0.11197867199497613
7.0,12.71,0.3,5.56,0.0550176056338029
8.53,13.15,1.91,0.82,0.22290483051077797
3.7,6.46,4.1,5.8,0.23256252891728235
5.79,22.26,5.24,2.9,0.4880129247292395
8.56,11.84,6.96,1.82,0.4947399896702633
1.38,21.4,4.74,5.35,0.08370440871545654
9.38,1.44,4.06,2.31,0.2446141415439213
6.3,19.86,2.32,3.39,0.4254694835680815
7.12,3.45,6.53,3.68,0.24813078134198294
9.5,8.55,0.95,3.09,0.17422241784037587
0.95,24.24,0.41,4.55,0.04373767803120438
5.3,9.28,0.62,3.77,0.11370305164319248
5.89,7.09,7.29,1.89,0.330924158519713
4.55,13.64,0.89,5.6,0.16321889671361517
3.81,2.11,3.16,3.64,0.09907509604303259
5.19,17.39,0.54,1.78,0.09903169014084492
8.21,2.09,6.86,0.64,0.17397450186207059
8.36,9.08,4.94,1.0,0.27183515915948553
0.76,5.48,1.11,1.94,0.02607795982188383
5.19,14.76,6.34,3.97,0.4330140769041762
6.13,10.35,3.84,2.55,0.4334212605715459
8.44,5.83,0.15,3.94,0.02750880281690157
2.1,22.26,6.89,0.55,0.14950933753771734
1.15,12.43,4.91,1.72,0.06232685509364699
7.2,14.91,2.67,0.25,0.06795878978987059
7.53,5.45,6.69,2.58,0.33092415851971296
5.81,21.84,6.92,2.29,0.4898462196567409
2.17,19.4,3.52,1.23,0.15618654285135944
9.05,5.03,0.3,0.22,0.055017605633803
6.26,16.58,2.56,1.99,0.46948356807511754
3.46,17.04,0.56,5.58,0.10269953051643196
2.3,24.99,1.46,4.65,0.1681029598801228
2.31,2.11,7.01,5.17,0.05275288549888713
4.1,17.59,4.5,5.13,0.33309950335531197
3.22,13.14,3.93,2.19,0.25243452654521953
8.93,4.23,1.28,3.5,0.2347417840375587
6.61,4.95,3.19,5.68,0.28477892397653853
2.54,16.74,5.95,2.74,0.19010249901014817
9.38,18.44,3.72,3.46,0.6822183098591553
6.96,14.85,7.04,2.21,0.5748258076561483
3.07,5.42,0.4,0.35,0.07335680751173738
8.71,16.99,5.32,3.73,0.7042936072595827
8.51,12.06,6.98,2.22,0.5775736868173845
9.27,17.5,2.13,3.43,0.39062500000000044
5.38,3.53,4.77,1.96,0.19801174170031516
0.62,23.72,5.17,5.27,0.013065535878173856
6.79,8.99,4.15,4.09,0.421914761844282
9.61,6.42,7.01,5.55,0.43003892285540457
6.74,23.29,3.24,5.72,0.5750944337855889
7.06,1.15,7.26,2.96,0.16350990557129894
4.66,14.21,1.28,2.87,0.2347417840375589
8.33,0.49,2.26,0.11,0.029901867507544522
4.22,18.24,6.41,5.68,0.34409927292032416
6.12,6.44,7.4,4.67,0.3172755680210276
5.79,17.42,7.4,4.3,0.48801292472923874
3.75,17.85,0.42,2.38,0.07702464788732374
4.12,4.25,0.28,0.89,0.05134976525821598
6.58,20.08,7.91,2.14,0.5604280743655704
6.03,23.43,1.42,4.33,0.260416666666667
7.57,2.32,6.9,4.9,0.22116064619779252
5.14,13.36,2.21,5.48,0.4052963615023476
3.75,1.23,2.47,3.23,0.0655701026914202
4.14,6.92,1.14,4.93,0.20906690140845063
9.96,8.31,3.11,3.75,0.5028314055150598
7.21,9.86,7.25,3.4,0.4638354326616726
4.56,16.2,7.63,4.79,0.3752652866878606
0.5,8.37,3.82,1.96,0.0019120296407083865
7.03,20.67,5.88,5.94,0.6016772102343694
2.8,21.89,6.16,2.24,0.21393533306767537
7.37,2.69,6.34,3.24,0.22838775633396727
2.99,16.43,5.17,1.34,0.2313516348789449
9.29,13.27,6.06,2.69,0.6422420084659161
7.49,5.2,3.03,3.84,0.321500131746811
4.53,21.3,6.23,1.8,0.372515344296607
3.31,17.0,4.55,1.06,0.26068435371897897
3.17,22.51,5.54,5.92,0.24785128922646413
7.69,23.56,1.81,4.65,0.3319395539906107
8.64,21.37,0.28,3.7,0.051349765258215975
3.74,10.45,6.67,1.93,0.3001001946602741
9.44,4.57,5.34,4.07,0.3591126105595557
2.6,8.19,6.69,4.59,0.1956023837926545
3.36,13.4,0.59,1.33,0.1082012910798126
4.91,2.24,6.76,4.34,0.1372597124330107
9.44,17.37,7.53,3.37,0.746531329116023
6.04,24.43,5.17,0.28,0.0761138445646534
7.27,22.65,6.39,3.54,0.6236767493643939
6.75,24.76,0.82,4.04,0.15038145539906092
2.91,16.04,4.9,1.01,0.22401845516893756
2.15,15.58,1.11,1.66,0.15435324792385724
8.37,8.24,3.96,5.65,0.4488869764012079
2.35,9.8,4.89,4.56,0.17268619719887815
9.03,22.9,6.24,1.45,0.394160980781246
6.65,1.19,6.71,1.57,0.15246156478841236
4.38,16.73,3.49,2.7,0.3587656323403429
0.75,10.1,6.14,5.5,0.02514850096876173
4.19,10.65,5.65,5.66,0.3413493305290713
2.74,11.06,6.39,3.7,0.20843544828516916
1.19,15.73,1.58,3.11,0.06604469050613555
5.34,21.92,3.75,1.75,0.44676378886044205
2.39,21.87,1.45,2.61,0.17635278705388244
1.95,19.36,3.85,2.17,0.13602029864883625
3.67,21.32,4.47,4.34,0.2936836624140168
8.98,22.55,2.7,5.72,0.49515845070422637
2.8,7.64,4.94,2.69,0.2139353330676755
7.29,22.38,5.43,1.31,0.35610405849892957
9.33,6.69,1.28,0.63,0.17125615027048044
5.68,2.93,1.2,1.87,0.18555120698277242
2.89,15.15,6.55,4.59,0.22218516024143506
2.7,6.21,7.73,0.15,0.04077527387392079
8.81,5.07,7.58,2.12,0.35792193724210136
4.46,17.71,4.74,1.98,0.3660988120503462
5.58,18.29,0.43,0.17,0.04621197705711243
4.63,3.38,5.35,1.36,0.1694158376186026
4.39,5.02,4.43,0.78,0.21203142414439996
7.11,1.79,0.95,3.1,0.17422241784037762
4.7,23.79,7.56,4.7,0.3880983511803753
6.06,11.43,2.91,5.69,0.454999227172118
6.07,14.52,1.93,0.38,0.10329736048061153
9.46,7.91,3.6,0.78,0.21203142414440512
8.39,0.79,6.69,0.93,0.19106153233564135
8.88,18.27,1.4,3.44,0.2567488262910801
3.2,4.54,6.89,2.48,0.16064174372659085
4.05,4.33,3.13,5.24,0.18143959591506362
3.69,23.79,7.58,0.95,0.25824340120151235
1.86,21.58,3.2,0.13,0.03533857069073326
2.81,14.98,6.41,0.89,0.2148519805314266
1.19,23.06,6.03,3.58,0.06604469050613555
7.71,10.78,6.09,2.29,0.5099806672048474
2.52,18.25,3.42,5.89,0.1882692040826461
3.56,23.05,7.47,1.53,0.28360054031275506
8.0,10.88,7.35,2.76,0.5226543583821978
7.47,11.73,1.9,1.28,0.34794900372414633
4.31,18.91,4.88,4.16,0.35234910009408393
2.9,12.09,0.45,4.92,0.08252640845070415
9.9,10.23,0.19,1.1,0.034844483568075124
6.56,15.34,6.32,1.6,0.4349362546551715
7.66,17.23,2.65,3.32,0.48598884976525897
1.56,11.37,7.06,2.59,0.10027104756254522
8.41,14.8,1.62,3.53,0.29709507042253525
5.11,10.03,1.05,2.56,0.19256161971830993
0.82,2.56,3.39,1.9,0.009906236683580646
9.26,9.46,6.09,3.23,0.5174548953350798
7.07,6.58,7.54,3.23,0.3526969100295205
8.33,9.19,0.89,4.07,0.16321889671361517
9.8,11.66,6.56,3.1,0.6064957000169797
5.01,23.27,7.13,4.74,0.4165144225566574
3.03,13.67,1.87,2.72,0.2350182247339496
4.89,20.81,7.18,2.55,0.40551465299164513
4.29,7.75,7.25,5.23,0.28926207945282734
2.45,2.12,5.05,2.08,0.057627382105560676
6.75,0.9,1.15,4.15,0.14506831418933705
2.2,21.45,0.56,1.37,0.102699530516432
9.99,10.88,5.65,1.18,0.3207654878081929
6.14,18.18,2.58,4.99,0.4731514084507045
6.07,9.79,4.51,3.5,0.41781166771155703
1.74,10.13,2.81,2.47,0.11677070191006453
7.63,12.12,7.53,1.83,0.49745834126186844
4.22,19.7,4.41,3.33,0.34409927292032405
0.63,10.03,2.24,6.0,0.013994994731296144
3.15,22.12,5.44,2.11,0.24601799429896218
5.48,21.03,7.08,1.05,0.28542691711746965
3.46,8.45,0.43,3.63,0.0788585680751174
8.56,9.6,5.95,3.8,0.4992567746701659
3.82,3.61,5.7,5.14,0.15056778407279892
6.89,0.55,1.81,0.51,0.1367336009671584
5.75,18.94,0.97,5.05,0.17789025821596255
5.6,17.28,7.77,0.59,0.1603827439040974
9.02,3.24,3.2,5.12,0.29844365152370217
9.07,12.71,4.79,4.28,0.6168946261112158
8.34,3.13,6.5,2.94,0.27377179278296904
4.56,10.66,4.12,5.68,0.3684578079336524
5.53,23.83,1.52,4.37,0.2787558685446019
8.14,17.01,4.89,3.43,0.6785836896078373
8.62,20.56,1.07,5.11,0.19622946009389716
4.2,6.42,6.97,2.65,0.25423207857471847
8.1,6.66,0.13,3.02,0.023840962441314666
1.09,18.88,2.28,2.72,0.05675010197491441
0.96,7.24,6.27,0.99,0.04466713688432652
6.51,22.94,5.47,4.89,0.5540115421193146
1.18,6.34,7.17,4.32,0.06511523165301338
6.43,16.63,3.37,0.36,0.09786065729741861
7.87,17.0,3.84,5.41,0.6659582836181405
3.43,7.43,7.0,4.8,0.2424333008728616
5.2,3.36,1.8,3.97,0.18640959937442583
3.91,20.93,7.6,4.85,0.31568320154404167
3.84,19.74,2.88,1.09,0.29630032348384155
2.14,24.25,0.3,4.74,0.055017605633802834
3.28,1.03,7.35,0.92,0.04405491274579804
5.56,6.92,0.62,0.39,0.10601571207220065
1.24,1.88,6.11,2.96,0.010507248241051433
3.49,10.52,7.44,5.47,0.2771840080664978
7.19,22.13,2.63,2.35,0.48232100938967143
6.18,15.63,3.91,2.46,0.5237621758155302
9.86,20.55,3.54,4.39,0.6492077464788732
2.77,2.59,2.88,2.48,0.08329973090070691
0.83,4.46,7.13,3.69,0.032584171793738737
9.51,24.97,3.04,1.86,0.5056133960366465
8.6,24.97,5.07,4.79,0.7455908620432843
7.84,8.95,4.64,5.02,0.454736372329216
6.91,0.63,2.76,0.95,0.14022255068807055
2.41,22.65,0.39,1.4,0.0715228873239433
3.16,15.46,4.32,1.39,0.24693464176271315
1.73,6.0,4.07,1.7,0.11585405444631323
9.48,11.65,0.56,4.4,0.10269953051643255
3.36,16.37,2.31,3.47,0.26526759103773406
7.74,23.21,2.16,2.08,0.39612676056338053
4.7,23.19,7.22,0.63,0.17125615027047517
1.41,12.44,0.94,2.14,0.08649278527482246
1.57,15.94,7.6,5.98,0.1011876950262964
3.81,15.02,6.86,0.79,0.2147497757359934
6.93,10.28,1.73,2.48,0.3172681924882629
0.85,17.42,2.1,1.94,0.034443089499983065
1.3,21.63,4.0,3.48,0.07626873789047901
5.74,10.32,1.62,4.5,0.2970950704225352
1.36,2.69,5.71,1.33,0.03859038234830495
3.14,11.93,3.65,4.28,0.24510134683521134
6.27,16.15,5.74,1.83,0.4974583412618629
3.29,11.01,2.53,5.91,0.2588510587914766
8.16,4.2,0.14,0.35,0.0256748826291081
2.52,2.95,4.31,5.16,0.08687436174560058
7.39,5.47,3.25,3.1,0.32702456123437407
8.12,20.99,7.29,3.1,0.7015917837832337
6.97,2.88,4.57,1.57,0.22304357144399917
4.37,15.89,2.13,0.41,0.11145241525539001
2.47,5.61,7.9,1.91,0.1565805401429247
1.36,13.68,6.88,4.1,0.08184549100921182
3.03,14.08,5.75,4.4,0.23501822473394943
6.7,21.78,6.97,3.52,0.5714278439305843
4.36,16.08,6.56,0.13,0.03533857069073314
9.92,4.65,3.81,5.24,0.3766127393184152
2.33,11.97,1.15,2.43,0.17085290227137692
1.85,9.15,3.05,5.96,0.12685382401132586
9.95,2.96,5.84,0.41,0.11145241525539866
2.02,4.13,2.0,3.14,0.10194696513296461
5.74,5.62,6.08,1.93,0.27827959516764106
9.23,16.45,3.55,4.76,0.6510416666666666
8.2,7.33,2.78,5.62,0.41379060083315994
1.73,1.15,3.69,4.83,0.0011629832403039424
7.74,23.0,4.31,0.69,0.18756625982004443
5.93,19.48,0.84,1.12,0.15404929577464788
9.82,1.67,7.23,4.9,0.26629547195244446
3.21,24.34,2.37,5.35,0.2515178790814692
8.82,18.97,4.55,0.81,0.22018647891918192
5.37,8.98,6.36,4.57,0.3670804909165941
9.12,0.47,6.49,5.64,0.20177759219272756
7.91,3.34,0.74,0.22,0.05980373501508659
6.32,15.78,7.9,2.45,0.5365952403080445
3.39,15.65,6.62,5.63,0.2680175334289873
8.05,10.72,5.12,5.15,0.5190797275373046
4.96,5.5,1.44,0.1,0.02718351591594644
7.21,2.87,2.03,1.86,0.22999378080867186
5.65,10.01,5.43,0.43,0.116889118438581
1.33,12.53,2.76,1.85,0.07905711444984548
0.76,22.4,5.57,0.82,0.026077959821883868
0.74,24.37,5.48,2.56,0.024219042115639577
7.05,18.93,6.26,2.92,0.603510505161871
4.36,0.37,7.42,3.66,0.0531926382053284
2.11,23.0,7.33,5.94,0.15068665806885312
8.75,24.94,2.03,5.07,0.37228579812206575
8.25,5.85,0.88,5.88,0.16138497652582162
3.03,21.79,0.13,0.22,0.023840962441314565
4.71,6.04,5.55,3.44,0.2584566423005025
0.87,4.15,3.17,1.2,0.0363020072062272
7.94,10.46,0.84,2.96,0.15404929577464785
1.0,3.31,1.99,5.17,0.03557596904222426
9.25,20.67,2.74,1.71,0.46483812216272125
5.54,18.07,7.95,0.88,0.23921494006033767
0.59,17.39,6.67,5.09,0.010277159318807598
6.82,23.85,4.14,5.49,0.5824276134955975
9.68,21.19,2.55,1.26,0.3425123005409574
5.53,11.38,7.03,0.69,0.1875662598200419
2.65,18.82,0.85,1.99,0.15588321596244142
3.93,15.6,1.35,5.18,0.24757922535211277
4.53,22.93,3.8,1.72,0.37251534429660693
3.98,14.77,2.28,1.13,0.3071737298502191
7.77,23.68,0.89,1.02,0.16321889671361492
9.6,1.04,7.82,0.13,0.03533857069072996
8.75,7.75,7.51,1.97,0.4453123455563138
6.58,2.09,2.01,4.66,0.18272681911346317
5.33,23.21,3.49,5.23,0.44584714139669174
4.54,24.48,7.68,2.04,0.3734319917603581
8.87,21.21,1.76,3.78,0.32276995305164363
0.82,20.93,1.48,0.52,0.03165471294061662
4.06,14.47,6.85,5.85,0.32943291350030746
4.45,1.61,6.02,3.43,0.1005703602091372
4.53,7.8,4.07,2.1,0.3014283797701719
7.59,13.64,7.03,3.31,0.5759735718370305
2.46,21.29,4.5,1.32,0.1827693193001396
6.27,9.01,6.77,2.77,0.405666439822038
7.29,2.48,3.23,5.9,0.21839163848278317
8.1,4.08,2.29,2.05,0.30065885769570966
6.54,18.95,6.02,3.11,0.556761484510568
8.13,10.98,1.08,3.43,0.19806338028168965
9.53,19.85,4.67,3.92,0.8075923835389192
9.31,10.77,2.72,5.87,0.4988262910798122
8.65,8.14,3.76,2.55,0.454736372329216
1.58,23.95,3.29,5.26,0.10210434249004736
1.97,13.74,0.29,4.61,0.05318368544600952
5.85,15.68,0.51,1.35,0.09352992957746481
0.84,7.29,5.06,3.44,0.033513630646860845
6.16,13.78,2.26,1.54,0.4144659624413146
1.46,21.24,4.97,1.2,0.09110457292503467
1.85,21.84,5.97,3.99,0.12685382401132586
4.13,6.62,7.84,4.8,0.25597691820726387
3.09,21.2,6.1,1.85,0.24051810951645605
4.32,4.73,0.98,4.36,0.17972417840375587
